Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,Total
t110,14.24386639237173,-0.0,-0.0,14.24386639237173
t111,14.24386639237173,-0.0,-0.0,14.24386639237173
t112,14.24386639237173,-0.0,-0.0,14.24386639237173
t113,14.24386639237173,-0.0,-0.0,14.24386639237173
t114,14.24386639237173,-0.0,-0.0,14.24386639237173
t115,14.24386639237173,-0.0,-0.0,14.24386639237173
t116,14.24386639237173,-0.0,0.0,14.24386639237173
t117,14.24386639237173,-0.0,-0.0,14.24386639237173
t118,14.24386639237173,-0.0,-0.0,14.24386639237173
t119,14.24386639237173,-0.0,-0.0,14.24386639237173
t120,14.24386639237173,-0.0,-0.0,14.24386639237173
t121,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t122,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t123,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t124,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t125,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t126,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t127,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t128,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t129,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t130,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t131,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t132,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t133,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t134,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t135,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t136,2.1848607172064773,-0.0,0.0,2.1848607172064773
t137,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t138,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t139,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t140,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t141,2.1848607172064773,-0.0,-0.0,2.1848607172064773
t142,-0.0,-0.0,-0.0,0.0
t143,-0.0,-0.0,-0.0,0.0
t144,0.0,-0.0,-0.0,0.0
t145,-0.0,-0.0,-0.0,0.0
t146,-0.0,-0.0,-0.0,0.0
t147,-0.0,-0.0,-0.0,0.0
t148,-0.0,-0.0,-0.0,0.0
t149,-0.0,0.0,-0.0,0.0
t150,-0.0,-0.0,-0.0,0.0
t151,-0.0,-0.0,-0.0,0.0
t152,-0.0,-0.0,-0.0,0.0
t153,-0.0,-0.0,-0.0,0.0
t154,-0.0,-0.0,-0.0,0.0
t155,-0.0,-0.0,-0.0,0.0
t156,-0.0,-0.0,-0.0,0.0
t157,-0.0,-0.0,-0.0,0.0
t158,-0.0,-0.0,-0.0,0.0
t159,-0.0,-0.0,-0.0,0.0
t160,-0.0,-0.0,-0.0,0.0
t161,-0.0,-0.0,-0.0,0.0
t162,-0.0,-0.0,-0.0,0.0
t163,-0.0,-0.0,-0.0,0.0
t164,-0.0,-0.0,0.0,0.0
t165,-0.0,-0.0,-0.0,0.0
t166,-0.0,-0.0,-0.0,0.0
t167,-0.0,-0.0,-0.0,0.0
t168,-0.0,-0.0,-0.0,0.0
t169,-0.0,-0.0,-0.0,0.0
t170,-0.0,-0.0,-0.0,0.0
t171,-0.0,-0.0,-0.0,0.0
t172,-0.0,-0.0,-0.0,0.0
t173,-0.0,-0.0,-0.0,0.0
t174,-0.0,-0.0,-0.0,0.0
t175,-0.0,-0.0,-0.0,0.0
t176,-0.0,-0.0,-0.0,0.0
t177,-0.0,-0.0,-0.0,0.0
t178,-0.0,-0.0,-0.0,0.0
t179,-0.0,-0.0,-0.0,0.0
t180,-0.0,-0.0,-0.0,0.0
t181,-0.0,-0.0,-0.0,0.0
t182,-0.0,-0.0,-0.0,0.0
t183,-0.0,-0.0,-0.0,0.0
t184,-0.0,-0.0,-0.0,0.0
t185,-0.0,-0.0,-0.0,0.0
t186,-0.0,-0.0,-0.0,0.0
t187,-0.0,-0.0,-0.0,0.0
t188,-0.0,-0.0,-0.0,0.0
t189,-0.0,-0.0,-0.0,0.0
t190,-0.0,-0.0,-0.0,0.0
t191,-0.0,-0.0,-0.0,0.0
t192,-0.0,-0.0,-0.0,0.0
t193,-0.0,0.0,-0.0,0.0
t194,-0.0,0.0,-0.0,0.0
t195,-0.0,-0.0,-0.0,0.0
t196,-0.0,-0.0,-0.0,0.0
t197,-0.0,0.0,-0.0,0.0
t198,-0.0,-0.0,-0.0,0.0
t199,-0.0,-0.0,-0.0,0.0
t200,-0.0,0.0,0.0,0.0
t201,-0.0,-0.0,-0.0,0.0
t202,-0.0,-0.0,-0.0,0.0
t203,-0.0,-0.0,-0.0,0.0
t204,-0.0,-0.0,-0.0,0.0
t205,-0.0,-0.0,-0.0,0.0
t206,-0.0,-0.0,-0.0,0.0
t207,-0.0,-0.0,-0.0,0.0
t208,-0.0,-0.0,-0.0,0.0
t209,-0.0,-0.0,-0.0,0.0
t210,6.000157265917016,-0.0,-0.0,6.000157265917016
t211,6.000157265917016,-0.0,-0.0,6.000157265917016
t212,6.000157265917016,-0.0,-0.0,6.000157265917016
t213,6.000157265917016,-0.0,-0.0,6.000157265917016
t214,6.000157265917016,-0.0,-0.0,6.000157265917016
t215,6.000157265917016,-0.0,-0.0,6.000157265917016
t216,6.000157265917016,-0.0,-0.0,6.000157265917016
t217,6.000157265917016,-0.0,-0.0,6.000157265917016
t218,6.000157265917016,-0.0,-0.0,6.000157265917016
t219,6.000157265917016,-0.0,-0.0,6.000157265917016
t220,7.077266799457731,-0.0,-0.0,7.077266799457731
t221,7.077266799457731,-0.0,-0.0,7.077266799457731
t222,7.077266799457731,-0.0,-0.0,7.077266799457731
t223,7.077266799457731,-0.0,-0.0,7.077266799457731
t224,7.077266799457731,-0.0,-0.0,7.077266799457731
t225,7.077266799457731,-0.0,0.0,7.077266799457731
t226,7.077266799457731,-0.0,-0.0,7.077266799457731
t227,7.077266799457731,-0.0,-0.0,7.077266799457731
t228,7.077266799457731,-0.0,-0.0,7.077266799457731
t229,7.077266799457731,-0.0,-0.0,7.077266799457731
t230,7.077266799457731,0.0,-0.0,7.077266799457731
t231,7.077266799457731,-0.0,-0.0,7.077266799457731
t232,7.077266799457731,-0.0,-0.0,7.077266799457731
t233,7.07726679945773,-0.0,-0.0,7.07726679945773
t234,24.052328228035,-0.0,-0.0,24.052328228035
t235,24.052328228035,-0.0,-0.0,24.052328228035
t236,24.052328228035,-0.0,-0.0,24.052328228035
t237,24.052328228035,-0.0,-0.0,24.052328228035
t238,24.052328228035,-0.0,-0.0,24.052328228035
t239,24.052328228035,-0.0,-0.0,24.052328228035
t240,24.052328228035,-0.0,-0.0,24.052328228035
t241,24.052328228035,-0.0,-0.0,24.052328228035
t242,24.052328228035,-0.0,-0.0,24.052328228035
t243,24.052328228035,-0.0,-0.0,24.052328228035
t244,24.052328228035,-0.0,-0.0,24.052328228035
t245,24.052328228035,-0.0,-0.0,24.052328228035
t246,24.052328228035,-0.0,-0.0,24.052328228035
t247,24.052328228035,-0.0,-0.0,24.052328228035
t248,24.052328228035,-0.0,-0.0,24.052328228035
t249,24.052328228035,-0.0,-0.0,24.052328228035
t250,24.052328228035,-0.0,0.0,24.052328228035
t251,24.052328228035,-0.0,-0.0,24.052328228035
t252,24.052328228035,-0.0,-0.0,24.052328228035
t253,24.052328228035,-0.0,-0.0,24.052328228035
t254,24.052328228035,-0.0,-0.0,24.052328228035
t255,24.052328228035,-0.0,-0.0,24.052328228035
t256,24.052328228035,-0.0,-0.0,24.052328228035
t257,24.052328228035,-0.0,-0.0,24.052328228035
t258,24.052328228035,-0.0,-0.0,24.052328228035
t259,24.052328228035,-0.0,-0.0,24.052328228035
t260,24.052328228035,-0.0,-0.0,24.052328228035
t261,24.052328228035,-0.0,-0.0,24.052328228035
t262,24.052328228035,-0.0,-0.0,24.052328228035
t263,24.052328228035,-0.0,-0.0,24.052328228035
t264,24.052328228035,-0.0,-0.0,24.052328228035
t265,24.052328228035,-0.0,-0.0,24.052328228035
t266,24.052328228035,-0.0,-0.0,24.052328228035
t267,24.052328228035,-0.0,-0.0,24.052328228035
t268,24.052328228035,-0.0,-0.0,24.052328228035
t269,24.052328228035,-0.0,-0.0,24.052328228035
t270,24.052328228035,-0.0,-0.0,24.052328228035
t271,24.052328228035,-0.0,-0.0,24.052328228035
t272,24.052328228035,-0.0,-0.0,24.052328228035
t273,24.052328228035,-0.0,-0.0,24.052328228035
t274,19.301447257919815,-0.0,-0.0,19.301447257919815
t275,19.301447257919815,-0.0,-0.0,19.301447257919815
t276,19.301447257919815,-0.0,-0.0,19.301447257919815
t277,19.301447257919815,-0.0,-0.0,19.301447257919815
t278,19.301447257919815,-0.0,-0.0,19.301447257919815
t279,19.301447257919815,-0.0,-0.0,19.301447257919815
t280,19.301447257919815,-0.0,-0.0,19.301447257919815
t281,19.301447257919815,-0.0,-0.0,19.301447257919815
t282,19.301447257919815,-0.0,-0.0,19.301447257919815
t283,19.301447257919815,-0.0,-0.0,19.301447257919815
t284,19.301447257919815,-0.0,-0.0,19.301447257919815
t285,19.301447257919815,-0.0,-0.0,19.301447257919815
t286,19.301447257919815,-0.0,-0.0,19.301447257919815
t287,19.301447257919815,-0.0,-0.0,19.301447257919815
t288,8.934301687797225,-0.0,-0.0,8.934301687797225
t289,-0.0,-0.0,-0.0,0.0
t290,-0.0,-0.0,-0.0,0.0
t291,0.0,-0.0,-0.0,0.0
t292,-0.0,-0.0,0.0,0.0
t293,-0.0,-0.0,-0.0,0.0
t294,-0.0,-0.0,-0.0,0.0
t295,-0.0,-0.0,-0.0,0.0
t296,-0.0,-0.0,-0.0,0.0
t297,-0.0,-0.0,-0.0,0.0
t298,-0.0,-0.0,-0.0,0.0
t299,-0.0,-0.0,-0.0,0.0
t300,-0.0,-0.0,-0.0,0.0
t301,-0.0,0.0,-0.0,0.0
t302,0.0,-0.0,-0.0,0.0
t303,0.0,-0.0,-0.0,0.0
t304,-0.0,-0.0,-0.0,0.0
t305,-0.0,-0.0,-0.0,0.0
t306,0.0,-0.0,-0.0,0.0
t307,-0.0,-0.0,-0.0,0.0
t308,-0.0,0.0,-0.0,0.0
t309,-0.0,-0.0,-0.0,0.0
t310,0.0,-0.0,-0.0,0.0
t311,-0.0,-0.0,-0.0,0.0
t312,-0.0,-0.0,-0.0,0.0
t313,-0.0,-0.0,-0.0,0.0
t314,-0.0,-0.0,-0.0,0.0
t315,-0.0,-0.0,-0.0,0.0
t316,0.0,-0.0,-0.0,0.0
t317,-0.0,-0.0,-0.0,0.0
t318,-0.0,-0.0,-0.0,0.0
t319,-0.0,-0.0,-0.0,0.0
t320,-0.0,0.0,-0.0,0.0
t321,-0.0,-0.0,-0.0,0.0
t322,-0.0,-0.0,-0.0,0.0
t323,-0.0,-0.0,-0.0,0.0
t324,-0.0,-0.0,-0.0,0.0
t325,-0.0,-0.0,-0.0,0.0
t326,-0.0,-0.0,-0.0,0.0
t327,-0.0,-0.0,-0.0,0.0
t328,-0.0,-0.0,-0.0,0.0
t329,-0.0,0.0,-0.0,0.0
t330,-0.0,-0.0,-0.0,0.0
t331,-0.0,-0.0,-0.0,0.0
t332,-0.0,-0.0,-0.0,0.0
t333,-0.0,-0.0,-0.0,0.0
t334,-0.0,-0.0,-0.0,0.0
t335,-0.0,-0.0,-0.0,0.0
t336,0.0,-0.0,-0.0,0.0
t337,-0.0,-0.0,-0.0,0.0
t338,-0.0,-0.0,-0.0,0.0
t339,-0.0,-0.0,-0.0,0.0
t340,-0.0,-0.0,-0.0,0.0
t341,0.0,-0.0,-0.0,0.0
t342,-0.0,-0.0,-0.0,0.0
t343,-0.0,-0.0,-0.0,0.0
t344,-0.0,-0.0,0.0,0.0
t345,-0.0,-0.0,-0.0,0.0
t346,-0.0,-0.0,-0.0,0.0
t347,-0.0,-0.0,-0.0,0.0
t348,-0.0,-0.0,-0.0,0.0
t349,-0.0,-0.0,-0.0,0.0
t350,-0.0,-0.0,-0.0,0.0
t351,-0.0,-0.0,-0.0,0.0
t352,-0.0,-0.0,-0.0,0.0
t353,0.0,-0.0,-0.0,0.0
t354,-0.0,-0.0,-0.0,0.0
t355,-0.0,-0.0,0.0,0.0
t356,-0.0,-0.0,-0.0,0.0
t357,-0.0,-0.0,-0.0,0.0
t358,-0.0,-0.0,-0.0,0.0
t359,-0.0,-0.0,-0.0,0.0
t360,-0.0,-0.0,-0.0,0.0
t361,-0.0,-0.0,-0.0,0.0
t362,-0.0,-0.0,-0.0,0.0
t363,-0.0,-0.0,-0.0,0.0
t364,-0.0,-0.0,-0.0,0.0
t365,-0.0,-0.0,-0.0,0.0
t366,-0.0,-0.0,-0.0,0.0
t367,-0.0,-0.0,-0.0,0.0
t368,-0.0,-0.0,-0.0,0.0
t369,-0.0,0.0,-0.0,0.0
t370,-0.0,-0.0,-0.0,0.0
t371,-0.0,-0.0,-0.0,0.0
t372,-0.0,-0.0,-0.0,0.0
t373,-0.0,-0.0,-0.0,0.0
t374,-0.0,-0.0,-0.0,0.0
t375,-0.0,-0.0,-0.0,0.0
t376,-0.0,-0.0,-0.0,0.0
t377,-0.0,-0.0,-0.0,0.0
t378,-0.0,0.0,-0.0,0.0
t379,-0.0,0.0,-0.0,0.0
t380,-0.0,-0.0,-0.0,0.0
t381,-0.0,-0.0,-0.0,0.0
t382,-0.0,-0.0,-0.0,0.0
t383,-0.0,-0.0,-0.0,0.0
t384,-0.0,-0.0,-0.0,0.0
t385,-0.0,-0.0,-0.0,0.0
t386,-0.0,-0.0,-0.0,0.0
t387,-0.0,-0.0,-0.0,0.0
t388,-0.0,-0.0,-0.0,0.0
t389,-0.0,-0.0,-0.0,0.0
t390,-0.0,-0.0,-0.0,0.0
t391,-0.0,-0.0,-0.0,0.0
t392,-0.0,-0.0,-0.0,0.0
t393,-0.0,-0.0,-0.0,0.0
t394,-0.0,-0.0,-0.0,0.0
t395,-0.0,-0.0,-0.0,0.0
t396,-0.0,-0.0,-0.0,0.0
t397,-0.0,-0.0,-0.0,0.0
t398,-0.0,-0.0,-0.0,0.0
t399,-0.0,-0.0,-0.0,0.0
t400,-0.0,-0.0,-0.0,0.0
t401,-0.0,-0.0,-0.0,0.0
t402,-0.0,-0.0,-0.0,0.0
t403,-0.0,-0.0,-0.0,0.0
t404,0.0,-0.0,-0.0,0.0
t405,-0.0,-0.0,-0.0,0.0
t406,-0.0,-0.0,-0.0,0.0
t407,-0.0,-0.0,-0.0,0.0
t408,-0.0,-0.0,-0.0,0.0
t409,-0.0,-0.0,-0.0,0.0
t410,-0.0,-0.0,-0.0,0.0
t411,0.0,-0.0,-0.0,0.0
t412,-0.0,-0.0,-0.0,0.0
t413,-0.0,-0.0,-0.0,0.0
t414,-0.0,-0.0,-0.0,0.0
t415,-0.0,-0.0,-0.0,0.0
t416,-0.0,-0.0,-0.0,0.0
t417,-0.0,-0.0,-0.0,0.0
t418,-0.0,-0.0,-0.0,0.0
t419,-0.0,-0.0,-0.0,0.0
t420,-0.0,-0.0,-0.0,0.0
t421,-0.0,-0.0,-0.0,0.0
t422,-0.0,-0.0,-0.0,0.0
t423,-0.0,-0.0,-0.0,0.0
t424,-0.0,-0.0,-0.0,0.0
t425,-0.0,-0.0,-0.0,0.0
t426,-0.0,-0.0,-0.0,0.0
t427,-0.0,-0.0,-0.0,0.0
t428,-0.0,-0.0,-0.0,0.0
t429,-0.0,-0.0,-0.0,0.0
t430,-0.0,-0.0,-0.0,0.0
t431,-0.0,-0.0,-0.0,0.0
t432,-0.0,-0.0,-0.0,0.0
t433,-0.0,-0.0,-0.0,0.0
t434,-0.0,-0.0,-0.0,0.0
t435,-0.0,-0.0,-0.0,0.0
t436,-0.0,-0.0,-0.0,0.0
t437,-0.0,-0.0,-0.0,0.0
t438,-0.0,-0.0,-0.0,0.0
t439,-0.0,-0.0,-0.0,0.0
t440,-0.0,-0.0,-0.0,0.0
t441,-0.0,-0.0,-0.0,0.0
t442,-0.0,-0.0,-0.0,0.0
t443,-0.0,-0.0,-0.0,0.0
t444,-0.0,-0.0,-0.0,0.0
t445,-0.0,-0.0,-0.0,0.0
t446,-0.0,-0.0,-0.0,0.0
t447,-0.0,-0.0,-0.0,0.0
t448,-0.0,-0.0,-0.0,0.0
t449,-0.0,-0.0,-0.0,0.0
t450,-0.0,-0.0,-0.0,0.0
t451,-0.0,-0.0,-0.0,0.0
t452,-0.0,-0.0,-0.0,0.0
t453,-0.0,-0.0,-0.0,0.0
t454,-0.0,-0.0,-0.0,0.0
t455,-0.0,-0.0,-0.0,0.0
t456,-0.0,-0.0,-0.0,0.0
t457,-0.0,-0.0,-0.0,0.0
t458,-0.0,-0.0,-0.0,0.0
t459,-0.0,0.0,-0.0,0.0
t460,-0.0,-0.0,-0.0,0.0
t461,0.0,-0.0,-0.0,0.0
t462,-0.0,-0.0,-0.0,0.0
t463,-0.0,-0.0,-0.0,0.0
t464,-0.0,-0.0,-0.0,0.0
t465,-0.0,-0.0,-0.0,0.0
t466,-0.0,-0.0,-0.0,0.0
t467,-0.0,-0.0,-0.0,0.0
t468,-0.0,-0.0,0.0,0.0
t469,-0.0,-0.0,-0.0,0.0
t470,-0.0,-0.0,-0.0,0.0
t471,-0.0,-0.0,-0.0,0.0
t472,-0.0,-0.0,-0.0,0.0
t473,-0.0,-0.0,-0.0,0.0
t474,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t475,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t476,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t477,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t478,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t479,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t480,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t481,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t482,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t483,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t484,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t485,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t486,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t487,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t488,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t489,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t490,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t491,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t492,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t493,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t494,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t495,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t496,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t497,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t498,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t499,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t500,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t501,1.7654901985532738,8.413073056298465,-0.0,10.178563254851738
t502,1.7654901985532738,8.101998870284191,-0.0,9.867489068837465
t503,0.9930882366862164,8.101998870284191,-0.0,9.095087106970407
t504,-0.0,-0.0,-0.0,0.0
t505,-0.0,-0.0,-0.0,0.0
t506,-0.0,-0.0,-0.0,0.0
t507,-0.0,-0.0,-0.0,0.0
t508,-0.0,0.0,-0.0,0.0
t509,-0.0,-0.0,-0.0,0.0
t510,-0.0,-0.0,-0.0,0.0
t511,-0.0,-0.0,-0.0,0.0
t512,-0.0,-0.0,-0.0,0.0
t513,-0.0,-0.0,-0.0,0.0
t514,-0.0,-0.0,0.0,0.0
t515,-0.0,-0.0,-0.0,0.0
t516,-0.0,-0.0,-0.0,0.0
t517,-0.0,-0.0,-0.0,0.0
t518,-0.0,-0.0,-0.0,0.0
t519,-0.0,-0.0,-0.0,0.0
t520,-0.0,-0.0,-0.0,0.0
t521,-0.0,-0.0,-0.0,0.0
t522,-0.0,0.0,-0.0,0.0
t523,-0.0,-0.0,-0.0,0.0
t524,-0.0,-0.0,-0.0,0.0
t525,-0.0,0.0,-0.0,0.0
t526,-0.0,-0.0,-0.0,0.0
t527,-0.0,-0.0,-0.0,0.0
t528,-0.0,-0.0,-0.0,0.0
t529,-0.0,-0.0,-0.0,0.0
t530,-0.0,-0.0,-0.0,0.0
t531,-0.0,-0.0,-0.0,0.0
t532,-0.0,-0.0,-0.0,0.0
t533,-0.0,-0.0,-0.0,0.0
t534,-0.0,-0.0,-0.0,0.0
t535,-0.0,-0.0,-0.0,0.0
t536,-0.0,-0.0,-0.0,0.0
t537,-0.0,-0.0,-0.0,0.0
t538,-0.0,-0.0,-0.0,0.0
t539,-0.0,-0.0,-0.0,0.0
t540,-0.0,-0.0,-0.0,0.0
t541,-0.0,-0.0,-0.0,0.0
t542,-0.0,-0.0,-0.0,0.0
t543,-0.0,-0.0,-0.0,0.0
t544,-0.0,-0.0,0.0,0.0
t545,-0.0,-0.0,-0.0,0.0
t546,-0.0,-0.0,-0.0,0.0
t547,-0.0,3.1769156729399164,-0.0,3.1769156729399164
t548,-0.0,3.1769156729399164,-0.0,3.1769156729399164
t549,-0.0,3.1769156729399164,-0.0,3.1769156729399164
t550,-0.0,3.1769156729399164,-0.0,3.1769156729399164
t551,-0.0,3.1769156729399164,-0.0,3.1769156729399164
t552,-0.0,3.1769156729399164,-0.0,3.1769156729399164
t553,-0.0,-0.0,-0.0,0.0
t554,-0.0,-0.0,-0.0,0.0
t555,-0.0,-0.0,-0.0,0.0
t556,-0.0,-0.0,-0.0,0.0
t557,-0.0,-0.0,-0.0,0.0
t558,-0.0,-0.0,-0.0,0.0
t559,-0.0,-0.0,-0.0,0.0
t560,-0.0,-0.0,-0.0,0.0
t561,-0.0,-0.0,-0.0,0.0
t562,-0.0,-0.0,-0.0,0.0
t563,-0.0,-0.0,-0.0,0.0
t564,-0.0,-0.0,-0.0,0.0
t565,-0.0,-0.0,-0.0,0.0
t566,-0.0,-0.0,-0.0,0.0
t567,-0.0,-0.0,-0.0,0.0
t568,-0.0,-0.0,-0.0,0.0
t569,-0.0,-0.0,-0.0,0.0
t570,-0.0,-0.0,-0.0,0.0
t571,-0.0,0.850824669852554,0.0,0.850824669852554
t572,-0.0,0.850824669852554,-0.0,0.850824669852554
t573,-0.0,0.850824669852554,-0.0,0.850824669852554
